comment_id,comment_link,who_type,who_name,what,why,issues,scientific_legal_support,pdf_attachments_present,pdf_attachments_count
FSIS-2011-0012-1978,https://www.regulations.gov/comment/FSIS-2011-0012-1978,anonymous,Unknown,Prioritize public health,"The commenter is emphasizing the importance of prioritizing public health, though specific details or contexts are not provided.",Public health,No,No,0
FSIS-2011-0012-1979,https://www.regulations.gov/comment/FSIS-2011-0012-1979,anonymous,Unknown,Requests more humane methods to be used for killing chickens and turkeys,Concerned about the pain chickens and turkeys experience before death,Animal welfare in poultry farming,No,No,0
FSIS-2011-0012-1981,https://www.regulations.gov/comment/FSIS-2011-0012-1981,anonymous,Unknown,Requests slowing down line speeds; Requests more inspectors to oversee poultry treatment,"Concerned about the cruel and inhuman treatment of poultry in production lines, which is believed to degrade human dignity","Cruel treatment of poultry, Inadequate inspection of poultry treatment",No,No,0
FSIS-2011-0012-1980,https://www.regulations.gov/comment/FSIS-2011-0012-1980,anonymous,Unknown,Requests not to speed up production lines in food processing,Concerned about the welfare of animals and the implications of increased production speeds on their treatment,"Animal welfare in food production, Impact of production speeds on animal treatment",No,No,0
FSIS-2011-0012-1982,https://www.regulations.gov/comment/FSIS-2011-0012-1982,individual,Unknown,Suggests taking a closer look at chicken processing practices; Requests hiring more qualified inspectors; Proposes slowing down the conveyor belts; Advocates for moving towards humane certification of all factory-farmed animals,"Concerned about the inhumane treatment of chickens in factory farms, including their living conditions and the method of slaughter; Believes that reducing the number of inspectors and allowing untrained workers to perform inspections will lead to oversight of diseased chickens; Thinks that the current processing speed compromises animal welfare and inspection thoroughness","Inhumane treatment of chickens in factory farms, Reduction of USDA inspectors, Use of untrained workers for chicken inspections, High speed of chicken conveyor belts",No,No,0
FSIS-2011-0012-1985,https://www.regulations.gov/comment/FSIS-2011-0012-1985,individual,Unknown,Expresses distrust in government oversight of animal conditions; Criticizes potential oversight by corporate interests,The commenter is concerned that government oversight is inadequate and that allowing corporate interests to oversee animal conditions will lead to continued animal suffering for the benefit of corporate and political gain.,"Government oversight of animal welfare, Corporate influence on animal welfare policies",No,No,0
FSIS-2011-0012-1984,https://www.regulations.gov/comment/FSIS-2011-0012-1984,anonymous,Unknown,Opposes faster poultry slaughter lines; Opposes allowing untrained personnel to perform inspection,"The comment does not explicitly state reasons, but the opposition to faster poultry slaughter lines likely stems from concerns about animal welfare and food safety. The opposition to untrained personnel performing inspections suggests concerns about the adequacy of food safety oversight and the potential risk to public health.","Animal welfare concerns, Food safety risks, Adequacy of food safety oversight",No,No,0
FSIS-2011-0012-1983,https://www.regulations.gov/comment/FSIS-2011-0012-1983,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Opposed to increased line speeds due to concerns about animal welfare, specifically more bruising and fractures like broken wings; Believes that having untrained poultry slaughter plant workers sort safe or unsafe poultry compromises food safety","Animal welfare in poultry slaughter, Food safety in poultry processing",No,No,0
FSIS-2011-0012-1987,https://www.regulations.gov/comment/FSIS-2011-0012-1987,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Opposes increased line speeds due to concerns about animal welfare, specifically noting that faster speeds result in more bruising and fractures such as broken wings; Believes that having more trained USDA inspectors rather than untrained workers will ensure poultry is sorted more effectively and safely for human consumption, and emphasizes the importance of humane treatment of animals","Animal welfare in poultry slaughter, Food safety in poultry processing, Humane treatment of poultry",No,No,0
FSIS-2011-0012-1986,https://www.regulations.gov/comment/FSIS-2011-0012-1986,anonymous,Unknown,Requests slower line speeds; Requests more safety inspectors,Concerned that faster line speeds result in more bruising and breakage of products; Believes that the presence of more safety inspectors is necessary for ensuring safety standards,"Increased bruising and breakage due to faster line speeds, Insufficient number of safety inspectors",No,No,0
FSIS-2011-0012-1988,https://www.regulations.gov/comment/FSIS-2011-0012-1988,anonymous,Unknown,Requests more humane treatment of poultry in slaughterhouses; Requests thorough preparation and inspection of birds before slaughter,Believes that humane treatment and thorough inspection of poultry before slaughter are crucial for the quality of the product consumed and the ethical treatment of animals,"Humane treatment of poultry, Quality and safety of poultry products",No,No,0
FSIS-2011-0012-1989,https://www.regulations.gov/comment/FSIS-2011-0012-1989,individual,Unknown,Opposes increased line speeds at slaughterhouses; Opposes untrained poultry plant employees inspecting poultry slaughterhouses; Requests more USDA inspectors at poultry slaughter plants,"Believes increased line speeds would lead to less humane treatment of chickens and turkeys, resulting in more bruising and broken bones; Concerned that allowing poultry companies to self-inspect compromises the integrity of inspections, as these companies are profit-driven","Inhumane treatment of poultry, Self-inspection by profit-driven companies, Insufficient USDA inspection presence",No,No,0
FSIS-2011-0012-1992,https://www.regulations.gov/comment/FSIS-2011-0012-1992,anonymous,Unknown,Requests not to reduce the number of inspectors in poultry slaughter houses; Requests not to increase line speeds; Requests more inspectors; Requests more transparency in the treatment of farm animals,The commenter is concerned about the potential negative impacts on animal welfare and possibly food safety that could result from reducing the number of inspectors and increasing line speeds in poultry slaughter houses. They believe that maintaining or increasing the number of inspectors and ensuring transparency in animal treatment are essential to safeguard these aspects.,"Animal welfare in poultry slaughter houses, Food safety concerns related to inspection and line speeds",No,No,0
FSIS-2011-0012-1991,https://www.regulations.gov/comment/FSIS-2011-0012-1991,anonymous,Unknown,Opposes the proposed regulation to modernize poultry slaughter; Requests slower line speeds in poultry slaughter; Opposes reducing the number of food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds result in more bruising and fractures in poultry, which is a major welfare issue; Believes that reducing the number of inspectors compromises the safety of poultry for human consumption, as it is ineffective to have poultry slaughter plant workers sort safe from unsafe poultry","Poultry slaughter welfare, Food safety in poultry slaughter plants",No,No,0
FSIS-2011-0012-1990,https://www.regulations.gov/comment/FSIS-2011-0012-1990,individual,Unknown,Form a group of citizens that gives the people more power over regulators like USDA,"Expresses extreme dissatisfaction with the USDA's perceived disregard for the welfare of humans and animals, suggesting a belief that the agency prioritizes financial interests over public and animal welfare","Perceived negligence by USDA, Lack of public influence over regulatory bodies",No,No,0
FSIS-2011-0012-1994,https://www.regulations.gov/comment/FSIS-2011-0012-1994,anonymous,Unknown,Opposes the proposed regulation to increase line speeds in the slaughter of chickens and turkeys; Requests slower line speeds; Requests more food safety inspectors at poultry slaughter plants,"Concerned that faster line speeds cause more bruising and fractures in poultry, such as broken wings, which may compromise animal welfare and potentially affect the quality of meat; Believes that having untrained poultry slaughter plant workers sort safe or unsafe poultry for human consumption is inadequate for ensuring food safety","Animal welfare concerns due to faster line speeds, Food safety concerns with untrained workers sorting poultry",No,No,0
FSIS-2011-0012-1993,https://www.regulations.gov/comment/FSIS-2011-0012-1993,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Concerned that faster line speeds result in more bruising and fractures, such as broken wings, which may compromise the quality and safety of poultry; Believes that relying on untrained poultry slaughter plant workers for sorting safe or unsafe poultry compromises food safety","Increased bruising and fractures in poultry due to faster line speeds, Insufficient food safety inspection at poultry slaughter plants, Use of untrained workers for sorting poultry safety",No,No,0
FSIS-2011-0012-1996,https://www.regulations.gov/comment/FSIS-2011-0012-1996,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more bruising and fractures in poultry, such as broken wings, which is a major welfare issue; Believes that relying on untrained poultry slaughter plant workers for sorting safe or unsafe poultry compromises food safety","Animal welfare in poultry slaughter, Food safety in poultry processing",No,No,0
FSIS-2011-0012-1997,https://www.regulations.gov/comment/FSIS-2011-0012-1997,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA inspectors; Advocates for independent inspections 100% of the time,"Concerned about the welfare of poultry due to increased bruising and fractures from faster line speeds; Concerned about public safety due to the risk of injuries from bone fragments in meat; Believes that inspections by company employees compromise animal welfare, employee welfare, and food safety","Animal welfare in poultry slaughter, Public safety risks from bone fragments, Compromised inspections by company employees",No,No,0
FSIS-2011-0012-1995,https://www.regulations.gov/comment/FSIS-2011-0012-1995,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Opposed to increased line speeds as they lead to more bruising and fractures in poultry, such as broken wings, which is a major welfare issue; Believes that having untrained poultry slaughter plant workers sort poultry compromises food safety","Animal welfare in poultry slaughter, Food safety in poultry processing",No,No,0
FSIS-2011-0012-1999,https://www.regulations.gov/comment/FSIS-2011-0012-1999,individual,Unknown,Opposes the proposed changes regarding the protection for slaughtered poultry,"Concerned that the proposed changes do not consider the effects on the birds, leading to more cruel treatment rather than less. Believes the system prioritizes profit over humane treatment of poultry, resulting in a continuation or worsening of current conditions.","Cruel treatment of slaughtered poultry, Profit prioritization over humane treatment",No,No,0
FSIS-2011-0012-1998,https://www.regulations.gov/comment/FSIS-2011-0012-1998,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and the proposed increase in line speed could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to signs of inhumane handling.","Animal welfare in poultry slaughter, Increased incidence of bird injuries, Inadequate USDA inspection",No,No,0
FSIS-2011-0012-2000,https://www.regulations.gov/comment/FSIS-2011-0012-2000,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more bruising and fractures in poultry, compromising animal welfare; Believes that having untrained workers sort poultry compromises food safety and that animals deserve humane treatment","Animal welfare in poultry slaughter, Food safety in poultry processing, Humane treatment of animals",No,No,0
FSIS-2011-0012-2001,https://www.regulations.gov/comment/FSIS-2011-0012-2001,individual,Meenal Kapadia,Requests slowing down the poultry line speeds; Requests increasing the number of inspectors,"Concerned about the welfare of poultry, ensuring no sick or injured animal is passed on as food, reducing trauma and painful death of animals, reducing pressure on employees, and decreasing the risk of harm to animals","Animal welfare in poultry processing, Risk of passing sick or injured animals as food, Employee pressure and safety, Animal trauma and death",No,No,0
FSIS-2011-0012-2002,https://www.regulations.gov/comment/FSIS-2011-0012-2002,individual,Unknown,Requests slower line speeds in poultry slaughter plants; Opposes the reduction of USDA inspectors; Opposes the proposal allowing plant personnel to conduct pre-slaughter inspections without required training,"Concerned about the welfare of poultry, noting that faster line speeds lead to more bruising and fractures in birds; Believes that reducing the number of USDA inspectors and allowing untrained plant personnel to conduct inspections compromises food safety and the humane treatment of birds; Argues that having companies self-regulate is a conflict of interest and likens it to having the fox guard the hen house","Increased line speeds causing harm to poultry, Reduction of trained USDA inspectors, Self-regulation by poultry slaughter plants, Conflict of interest in self-regulation",No,No,0
FSIS-2011-0012-2004,https://www.regulations.gov/comment/FSIS-2011-0012-2004,individual,Meredith Green,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Opposes the proposed regulation due to concerns that increased line speeds result in more bruising and fractures in poultry, which is a major welfare issue. Believes that having more food safety inspectors rather than untrained workers sorting poultry will ensure better food safety and animal welfare standards.","Increased line speeds causing bruising and fractures in poultry, Lack of trained inspectors for food safety at poultry plants",No,No,0
FSIS-2011-0012-2003,https://www.regulations.gov/comment/FSIS-2011-0012-2003,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Opposed to increased line speeds as they lead to major welfare issues including more bruising and fractures in poultry; Concerned that untrained poultry slaughter plant workers are tasked with sorting safe or unsafe poultry, which should be handled by trained inspectors","Poultry slaughter welfare issues, Food safety in poultry slaughter plants",No,No,0
FSIS-2011-0012-2007,https://www.regulations.gov/comment/FSIS-2011-0012-2007,anonymous,Unknown,Comment against the proposal to decrease the numbers of government inspectors and increase poultry slaughter line speeds per worker,"Believes that decreasing the number of government inspectors and increasing the line speeds per worker is contrary to the best interest of public health and safety, as well as worker health and safety","Decrease in government inspectors, Increase in poultry slaughter line speeds, Public health and safety, Worker health and safety",No,No,0
FSIS-2011-0012-2005,https://www.regulations.gov/comment/FSIS-2011-0012-2005,individual,Sarah Oswald,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more bruising and fractures in poultry, such as broken wings, which is a major welfare issue; Believes that having untrained poultry slaughter plant workers sort poultry compromises food safety","Poultry welfare issues due to increased line speeds, Food safety concerns with untrained workers sorting poultry",No,No,0
FSIS-2011-0012-2006,https://www.regulations.gov/comment/FSIS-2011-0012-2006,anonymous,Unknown,Requests not to implement the new rules,Believes that the existing rules already impose significant costs on poultry workers and compromise food safety for consumers,"Costs to poultry workers, Food safety for consumers",No,No,0
FSIS-2011-0012-2008,https://www.regulations.gov/comment/FSIS-2011-0012-2008,anonymous,Unknown,Opposes proposed rule for faster line speeds; Requests more food safety inspectors at poultry plants instead of untrained plant workers,Concerned that faster line speeds lead to increased welfare and injury issues for birds; Believes that having more food safety inspectors rather than untrained plant workers will enhance oversight and safety,"Animal welfare concerns at increased line speeds, Lack of trained oversight in poultry plants",No,No,0
FSIS-2011-0012-2009,https://www.regulations.gov/comment/FSIS-2011-0012-2009,anonymous,Unknown,Urges not to allow the bill to pass,"Concerned that the bill would endanger public health and the safety of poultry workers, who are already in physically demanding and injury-prone jobs. Believes the bill primarily benefits the profit margins of poultry agribusinesses at the expense of worker safety and public health.","Worker safety in poultry industry, Public health risks, Corporate profit over worker welfare",No,No,0
FSIS-2011-0012-2011,https://www.regulations.gov/comment/FSIS-2011-0012-2011,anonymous,Unknown,Requests not to increase the line speed at turkey and chicken slaughterhouses; Requests not to reduce the number of government inspectors,"Concerned about the inhumane treatment of workers and animals. Workers suffer from high rates of trauma injuries, lack health care insurance, and have no alternative income sources, which is deemed unfair. Increasing the line speed could result in poultry being butchered before death, which is considered inhumane.","Worker safety and health at slaughterhouses, Animal welfare in slaughter processes, Government oversight of slaughterhouses",No,No,0
FSIS-2011-0012-2010,https://www.regulations.gov/comment/FSIS-2011-0012-2010,anonymous,Unknown,Requests that food safety inspections should be conducted by government employees,"Believes that processing plants prioritize profit over safety, potentially compromising food safety. The commenter argues that it is unreasonable to expect processing plants to both make money and ensure food safety without compromising one or the other. Thus, the responsibility of food safety inspections should fall to government employees, whose primary obligation is to protect public health.","Food safety, Conflict of interest in food processing plants, Government responsibility in public health protection",No,No,0
FSIS-2011-0012-2012,https://www.regulations.gov/comment/FSIS-2011-0012-2012,individual,Unknown,Opposes the proposed regulation to increase line speeds in poultry slaughter; Requests slower line speeds; Requests more USDA food safety inspectors at slaughter plants,"Concerned that faster line speeds increase the chance of bruising and injury to the birds, which is a major welfare issue; Believes that more inspectors are needed to ensure the safety of food for human consumption","Animal welfare concerns due to increased line speeds, Human food safety concerns at slaughter plants",No,No,0
FSIS-2011-0012-2014,https://www.regulations.gov/comment/FSIS-2011-0012-2014,anonymous,Unknown,Unable to determine specific requests due to OCR failure,Unable to determine reasons for requests or concerns due to OCR failure,,No,Yes,1
FSIS-2011-0012-2013,https://www.regulations.gov/comment/FSIS-2011-0012-2013,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,Opposed to increased line speeds as it leads to major welfare issues such as more bruising and fractures in poultry; Believes that having untrained poultry slaughter plant workers sort poultry compromises food safety,"Poultry slaughter welfare, Food safety in poultry processing",No,No,0
FSIS-2011-0012-2015,https://www.regulations.gov/comment/FSIS-2011-0012-2015,anonymous,Unknown,Urges rejection of the proposed regulation; Requests stronger regulations for health and safety of people and welfare of animals,"Expresses opposition to overregulation but emphasizes the critical nature of the issue, highlighting the necessity for stronger regulations to ensure the health and safety of people and the welfare of animals","Health and safety of people, Welfare of animals",No,No,0
FSIS-2011-0012-2016,https://www.regulations.gov/comment/FSIS-2011-0012-2016,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds result in more bruising and fractures in poultry, which is a welfare issue; Believes that having untrained poultry slaughter plant workers sort safe or unsafe poultry compromises food safety","Poultry welfare issues due to increased line speeds, Food safety concerns with untrained workers sorting poultry",No,No,0
FSIS-2011-0012-2017,https://www.regulations.gov/comment/FSIS-2011-0012-2017,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"The commenter is concerned that the proposed changes to the poultry slaughter inspection process have not been adequately studied, particularly in terms of their impact on animal welfare. They highlight that increased line speeds could lead to more injuries among birds and increase the likelihood of birds dying in non-prescribed ways, such as drowning in scalding tanks. Additionally, they express concern that reducing the number of USDA inspectors could decrease the detection and proper handling of inhumane treatment of birds.","Animal welfare in poultry slaughter, Insufficient number of USDA inspectors, Potential increase in non-prescribed methods of bird deaths",No,No,0
FSIS-2011-0012-2018,https://www.regulations.gov/comment/FSIS-2011-0012-2018,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the impact on animal welfare has not been adequately studied, particularly how increased line speeds may lead to more injuries and improper deaths of birds. Also concerned that fewer USDA inspectors will result in decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Increased line speed risks, Insufficient USDA inspection",No,No,0
FSIS-2011-0012-2019,https://www.regulations.gov/comment/FSIS-2011-0012-2019,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds in poultry processing could lead to higher incidences of animal injuries such as bruises and fractures, and inhumane deaths such as drowning in scalding tanks. Also worried that fewer USDA inspectors on site would reduce the detection and proper handling of inhumane treatment signs.","Animal welfare in poultry processing, Increased line speeds and potential injuries, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-2022,https://www.regulations.gov/comment/FSIS-2011-0012-2022,anonymous,Unknown,Requests to maintain adequate protections for humane treatment of animals raised as food sources,Believes that animals raised as food sources deserve humane treatment,Humane treatment of animals raised as food sources,No,No,0
FSIS-2011-0012-2021,https://www.regulations.gov/comment/FSIS-2011-0012-2021,anonymous,Unknown,Requests more inspectors,"The commenter is implicitly concerned about the adequacy of current inspection levels, suggesting that increasing the number of inspectors would enhance oversight or compliance with relevant standards or regulations.",Insufficient number of inspectors,No,No,0
FSIS-2011-0012-2020,https://www.regulations.gov/comment/FSIS-2011-0012-2020,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until animal welfare concerns are adequately studied and addressed,Concerned about the potential increase in animal welfare issues such as injuries and improper deaths due to increased line speeds; Believes fewer USDA inspectors could lead to decreased detection and management of inhumane treatment,"Animal welfare in poultry slaughter, Increased incidence of injuries in poultry, Inadequate detection of inhumane treatment due to fewer inspectors",No,No,0
FSIS-2011-0012-2024,https://www.regulations.gov/comment/FSIS-2011-0012-2024,individual,L. Kaplan,Requests reconsideration and potential reversal of the new poultry slaughter inspection rule,"Concerned that the new rule compromises food quality and worker conditions solely for economic benefits, which does not justify the health and safety sacrifices. Believes that placing regulatory responsibility in the hands of profit-driven manufacturers will reduce protections for workers and food quality, exacerbate socioeconomic disparities, and potentially overload the healthcare system due to increased illnesses from poor working conditions and contaminated poultry. Emphasizes that historical government regulation has proven beneficial for societal health and worker well-being, and argues that the rule represents a regression that particularly harms children and economically disadvantaged groups.","Compromised food quality, Deteriorating worker conditions, Increased socioeconomic disparities, Potential healthcare system overload, Regression in regulatory progress, Disproportionate impact on children and economically disadvantaged groups",No,Yes,1
FSIS-2011-0012-2023,https://www.regulations.gov/comment/FSIS-2011-0012-2023,anonymous,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Opposes increased line speeds due to concerns about animal welfare, specifically noting that faster line speeds result in more bruising and fractures such as broken wings; Believes that having more trained USDA inspectors rather than untrained workers will improve the sorting of poultry that is safe or unsafe for human consumption; Advocates for humane treatment of animals before they are processed for food","Animal welfare in poultry slaughter, Food safety and inspection standards, Humane treatment of animals",No,No,0
FSIS-2011-0012-2025,https://www.regulations.gov/comment/FSIS-2011-0012-2025,individual,Unknown,Requests consideration of bird welfare and line worker safety in new proposals,"Concerned that the new proposals overlook the welfare of birds and the safety of line workers. Believes that humane treatment of animals is important to consumers and criticizes self-regulation by chicken producers as ineffective, likening it to having a fox in the hen house.","Animal welfare in agricultural policies, Safety of line workers in poultry industry, Ineffectiveness of self-regulation by chicken producers",No,No,0
FSIS-2011-0012-2026,https://www.regulations.gov/comment/FSIS-2011-0012-2026,anonymous,Unknown,Opposes the Modernization of Poultry Slaughter Inspection proposal,"Concerned that speeding up the slaughter line will negatively impact workers, consumers, and animals","Worker safety, Consumer safety, Animal welfare",No,No,0
FSIS-2011-0012-2027,https://www.regulations.gov/comment/FSIS-2011-0012-2027,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more injuries and fractures in poultry, such as broken wings, which is a major welfare issue. Believes that having plant workers sort poultry compromises food safety due to potential conflicts of interest, advocating for independent safety inspectors to ensure humane slaughter practices and maintain a system of checks and balances.","Poultry slaughter welfare, Food safety in poultry slaughter plants, Humane slaughter practices",No,No,0
FSIS-2011-0012-2030,https://www.regulations.gov/comment/FSIS-2011-0012-2030,anonymous,Unknown,"Requests not to reduce the number of USDA inspectors at poultry slaughter plants, Requests not to allow slaughter plants to use their own untrained inspectors and speed up the line, Requests an increase in the number of USDA line inspectors",Concerned about the humane treatment of poultry and the health of the consuming public,"Reduction of USDA inspectors at poultry plants, Use of untrained inspectors at slaughter plants, Speeding up the slaughter line, Humane treatment of poultry, Public health risks from poultry processing",No,No,0
FSIS-2011-0012-2029,https://www.regulations.gov/comment/FSIS-2011-0012-2029,anonymous,Unknown,Requests not to implement the proposed rule that would allow inspectors employed by businesses to oversee production lines; Requests to maintain or reduce the current inspection rates rather than tripling them,"Concerned that inspectors employed by businesses will face pressure to overlook issues in order to not slow or stop production, compromising the quality of inspections and potentially the health of workers; Believes that tripling the inspection rate is unreasonable and would further compromise the ability of inspectors to perform their duties effectively; Argues that the negative connotations associated with the term 'regulation' should not detract from their fundamental purpose, which is to ensure worker and public safety","Pressure on business-employed inspectors, Excessive inspection rates, Misrepresentation of regulations",No,No,0
FSIS-2011-0012-2028,https://www.regulations.gov/comment/FSIS-2011-0012-2028,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more bruising and fractures in poultry, such as broken wings, which is a major welfare issue; Believes that having untrained poultry slaughter plant workers sort poultry that is safe or unsafe for human consumption compromises food safety","Increased line speeds causing bruising and fractures in poultry, Inadequate number of trained USDA inspectors at poultry slaughter plants, Food safety compromised by untrained workers",No,No,0
FSIS-2011-0012-2033,https://www.regulations.gov/comment/FSIS-2011-0012-2033,individual,Unknown,Encourages maintaining the current number of inspectors in poultry slaughter facilities; Requests coverage of poultry under the Humane Slaughter Act,"Concerned about the potential dangers to workers due to increased operational speeds with fewer inspectors; Concerned about the welfare of poultry, noting visible injuries like broken bones in wings which suggest improper handling; Questions the exclusion of poultry from the Humane Slaughter Act despite the high volume of poultry slaughtered weekly","Worker safety in poultry slaughter facilities, Animal welfare in poultry slaughter, Exclusion of poultry from the Humane Slaughter Act",No,No,0
FSIS-2011-0012-2032,https://www.regulations.gov/comment/FSIS-2011-0012-2032,individual,Unknown,"Requests inspectors to check on the welfare of birds for humane treatment, slowing down the slaughter line, and training personnel properly","The commenter is concerned about the humane treatment of birds during the slaughtering process, emphasizing the need for proper handling and care up to the point of killing to ensure that modernization does not compromise animal welfare.","Humane treatment of birds in slaughterhouses, Training of slaughterhouse personnel, Speed of slaughter lines",No,No,0
FSIS-2011-0012-2031,https://www.regulations.gov/comment/FSIS-2011-0012-2031,individual,Dawn Zelinski,Requests rejection of the legislation,"Concerned about the increased suffering of animals at slaughterhouses due to faster processing lines, which could lead to more injuries such as broken legs and wings before death","Animal suffering at slaughterhouses, Increased injury rates due to faster processing lines",No,No,0
FSIS-2011-0012-2034,https://www.regulations.gov/comment/FSIS-2011-0012-2034,anonymous,Unknown,Requests not to worsen the conditions for birds,Concerned about the already terrible conditions for birds,Poor conditions for birds,No,No,0
FSIS-2011-0012-2035,https://www.regulations.gov/comment/FSIS-2011-0012-2035,anonymous,Unknown,Requests not to speed up the process,Concerned that accelerating the process is unsafe and cruel,"Safety concerns, Cruelty concerns",No,No,0
FSIS-2011-0012-2037,https://www.regulations.gov/comment/FSIS-2011-0012-2037,anonymous,Unknown,Requests not to have poultry slaughter plant workers doing the inspections; Requests an increase in USDA food safety inspectors to ensure effective and accurate inspections; Requests to maintain current line speeds to prevent bruising and fractures in poultry,"Concerned that having plant workers conduct inspections could compromise the quality and accuracy of the inspections; Believes that increasing the number of USDA inspectors will restore the effectiveness and accuracy of past inspection practices; Argues that faster line speeds have led to increased bruising and fractures, indicating a welfare issue for the poultry","Inspection quality and accuracy, Poultry welfare concerns due to line speeds",No,No,0
FSIS-2011-0012-2036,https://www.regulations.gov/comment/FSIS-2011-0012-2036,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare in poultry slaughter, Increased line speed risks, Insufficient USDA inspector presence",No,No,0
FSIS-2011-0012-2038,https://www.regulations.gov/comment/FSIS-2011-0012-2038,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the increased risk to animal welfare due to increased line speeds, which may lead to unnecessary injuries such as bruises and fractures, and birds dying in ways other than prescribed methods of slaughter. Fewer USDA inspectors could result in less detection and proper handling of inhumane treatment of birds.","Animal welfare risks in poultry slaughter, Inadequate research on handling live birds, Insufficient USDA inspection and oversight",No,No,0
FSIS-2011-0012-2039,https://www.regulations.gov/comment/FSIS-2011-0012-2039,anonymous,Unknown,Requests reconsideration of the proposal to eliminate inspection workers in chicken processing plants; Requests that line speeds not be increased,Concerned that company-trained workers will be ineffective due to prioritizing job security over commitment to inspection duties; Believes that increasing line speeds will dramatically increase the potential for injury and abuse to the birds,"Elimination of inspection workers in chicken processing plants, Increase of line speeds in chicken processing plants, Potential for increased injury and abuse to birds",No,No,0
FSIS-2011-0012-2040,https://www.regulations.gov/comment/FSIS-2011-0012-2040,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact of the proposal on the handling of live birds has not been adequately studied, and increased line speeds could worsen animal welfare by increasing injuries and improper deaths. Additionally, fewer USDA inspectors could lead to decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Increased line speed risks, Insufficient USDA inspector presence",No,No,0
FSIS-2011-0012-2043,https://www.regulations.gov/comment/FSIS-2011-0012-2043,individual,Unknown,Requests slower line speeds in poultry slaughter; Requests more USDA food safety inspectors at poultry slaughter plants,"Concerned that increased line speeds lead to more bruising and fractures in poultry, such as broken wings, which is a major welfare issue; Believes that having untrained workers sort poultry compromises food safety and that humane treatment of poultry is paramount","Poultry welfare issues due to increased line speeds, Food safety concerns with untrained workers sorting poultry, Need for humane treatment of poultry",No,No,0
FSIS-2011-0012-2042,https://www.regulations.gov/comment/FSIS-2011-0012-2042,anonymous,Unknown,Requests not to speed up the lines for slaughtering chickens and turkeys; Requests that plant workers not substitute for impartial government inspectors,Concerned about the potential injuries and suffering that could be caused to chickens and turkeys due to increased line speeds; Believes that plant workers cannot replace the role of impartial government inspectors in ensuring proper handling and safety,"Animal welfare in poultry processing, Role of government inspectors in meat processing plants",No,No,0
FSIS-2011-0012-2041,https://www.regulations.gov/comment/FSIS-2011-0012-2041,anonymous,Unknown,Opposes the proposed regulation to increase line speeds in the slaughter of chickens and turkeys,Concerned that increased line speeds in the slaughter of chickens and turkeys is a major poultry slaughter welfare issue,Poultry slaughter welfare issue,No,No,0
